# Generated by `regiondb-build update`. Do not hand-edit: the next update
# pass overwrites this file. Corrections belong in classifications/ or
# overrides/, which the build applies on top.
# source: ourairports-airports
# url: https://davidmegginson.github.io/ourairports-data/airports.csv
# sha256: 2a5f05d4e2e9c6190ef6c6d28ff9f032d06d6e15c8d1d03d429d0cb72dda5140
# retrieved: 2026-08-21T03:15:49Z
iata,ident,type,name,latitude_deg,longitude_deg,iso_country,iso_region,municipality,scheduled_service
ALI,KALI,medium_airport,Alice International Airport,27.740900,-98.026901,US,US-TX,Alice,no
ALJ,FAAB,medium_airport,Alexander Bay Airport,-28.575001,16.533300,ZA,ZA-NC,Alexander Bay,no
ALM,KALM,medium_airport,Alamogordo White Sands Regional Airport,32.837818,-105.993149,US,US-NM,Alamogordo,no
ALN,KALN,medium_airport,St Louis Regional Airport,38.890301,-90.045998,US,US-IL,Alton/St Louis,no
ALO,KALO,medium_airport,Waterloo Regional Airport,42.557098,-92.400299,US,US-IA,Waterloo,yes
ALP,OSAP,large_airport,Aleppo International Airport,36.181262,37.226869,SY,SY-HL,Aleppo,yes
ALQ,SSLT,small_airport,Alegrete Novo Airport,-29.811595,-55.894707,BR,BR-RS,Alegrete,no
ALR,NZLX,medium_airport,Alexandra Aerodrome,-45.210495,169.371113,NZ,NZ-OTA,Alexandra,no
ALS,KALS,medium_airport,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,US,US-CO,Alamosa,yes
ALT,BR-ALT,small_airport,Alenquer Municipal Airport,-1.917000,-54.723100,BR,BR-PA,Alenquer,no
ALU,HCMA,small_airport,Alula Airport,11.958200,50.748000,SO,SO-BR,Alula,no
ALW,KALW,medium_airport,Walla Walla Regional Airport,46.094898,-118.288002,US,US-WA,Walla Walla,yes
ALX,KALX,small_airport,Thomas C Russell Field,32.914700,-85.962997,US,US-AL,Alexander City,no
ALZ,ALZ,seaplane_base,Alitak Seaplane Base,56.897294,-154.249692,US,US-AK,Lazy Bay,yes
AMA,KAMA,medium_airport,Rick Husband Amarillo International Airport,35.217857,-101.706444,US,US-TX,Amarillo,yes
AMB,FMNE,small_airport,Ambilobe Airport,-13.188400,48.987999,MG,MG-D,,no
AMC,FTTN,small_airport,Am Timan Airport,11.034000,20.274000,TD,TD-SA,Am Timan,no
AMD,VAAH,large_airport,Sardar Vallabh Patel International Airport,23.077200,72.634697,IN,IN-GJ,Ahmedabad,yes
AME,AME,small_airport,Alto Molocue Airport,-15.610278,37.681389,MZ,MZ-Q,Alto Molocue,no
AMF,AYAA,small_airport,Ama Airport,-4.101111,141.670000,PG,PG-ESW,,no
AMH,HAAM,medium_airport,Arba Minch Airport,6.039390,37.590500,ET,ET-SN,Arba Minch,yes
AMJ,SNAR,small_airport,Cirilo Queiróz Airport,-16.165579,-40.684024,BR,BR-MG,Almenara,no
AMK,K00C,small_airport,Animas Air Park,37.203201,-107.869003,US,US-CO,Durango,no
AML,PA-AML,small_airport,Puerto Armuelles Airport,8.267667,-82.864537,PA,PA-4,Puerto Armuelles,no
AMM,OJAI,large_airport,Queen Alia International Airport,31.722601,35.993198,JO,JO-AM,Amman,yes
AMN,KAMN,small_airport,Gratiot Community Airport,43.322102,-84.688004,US,US-MI,Alma,no
AMO,FTTU,small_airport,Mao Airport,14.145600,15.314400,TD,TD-KA,Mao,no
AMP,FMSY,small_airport,Ampanihy Airport,-24.699699,44.734200,MG,MG-U,Ampanihy,no
AMQ,WAPP,large_airport,Pattimura International Airport,-3.710260,128.089005,ID,ID-MA,Ambon,yes
AMS,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.763890,NL,NL-NH,Amsterdam,yes
AMT,YAMT,small_airport,Amata Airport,-26.097363,131.202732,AU,AU-SA,,no
AMU,AYAM,small_airport,Amanab Airport,-3.586000,141.214333,PG,PG-SAN,Amanab,no
AMV,ULDD,medium_airport,Amderma Airport,69.763298,61.556400,RU,RU-NEN,Amderma,yes
AMW,KAMW,small_airport,Ames Municipal Airport,41.992001,-93.621803,US,US-IA,Ames,no
AMX,YAMM,small_airport,Ammaroo Airport,-21.738300,135.242004,AU,AU-NT,,no
AMY,AMY,small_airport,Ambatomainty Airport,-17.686667,45.623889,MG,MG-M,,no
AMZ,NZAR,medium_airport,Ardmore Airport,-37.029701,174.973007,NZ,NZ-AUK,Manurewa,no
ANA,KE-6112,small_airport,Angama Mara Airport,-1.271586,34.954666,KE,KE-33,Lolgorien,no
ANB,KANB,medium_airport,Anniston Regional Airport,33.588200,-85.858100,US,US-AL,Anniston,no
ANC,PANC,large_airport,Ted Stevens Anchorage International Airport,61.179004,-149.992561,US,US-AK,Anchorage,yes
AND,KAND,medium_airport,Anderson Regional Airport,34.494598,-82.709396,US,US-SC,Anderson,no
ANE,LFJR,medium_airport,Angers Marcé airport,47.560299,-0.312222,FR,FR-PDL,Angers,no
ANF,SCFA,large_airport,Andrés Sabella Gálvez International Airport,-23.445274,-70.445232,CL,CL-AN,Antofagasta,yes
ANG,LFBU,medium_airport,Angoulême Brie-Champniers airport,45.729198,0.221456,FR,FR-NAQ,Angoulême,no
ANI,PANI,medium_airport,Aniak Airport,61.581600,-159.542999,US,US-AK,Aniak,yes
ANJ,FCBZ,small_airport,Zanaga Airport,-2.846651,13.821155,CG,CG-2,Zanaga,no
ANK,LTAD,medium_airport,Etimesgut Air Base,39.949799,32.688599,TR,TR-06,Ankara,no
ANL,AO-0005,small_airport,Andulo Airport,-11.472300,16.710899,AO,AO-BIE,Andulo,no
ANM,FMNH,medium_airport,Antsirabe Airport,-14.999400,50.320202,MG,MG-D,Antsirabe,no
ANN,PANT,medium_airport,Annette Island Airport,55.037663,-131.572609,US,US-AK,Metlakatla,no
ANO,FQAG,small_airport,Angoche Airport,-16.181870,39.945217,MZ,MZ-N,Angoche,no
ANP,KANP,small_airport,Lee Airport,38.942902,-76.568398,US,US-MD,Annapolis,no
ANQ,KANQ,small_airport,Tri State Steuben County Airport,41.639702,-85.083504,US,US-IN,Angola,no
ANR,EBAW,medium_airport,Antwerp International Airport (Deurne),51.190667,4.463153,BE,BE-VAN,Antwerp,yes
ANS,SPHY,small_airport,Andahuaylas Airport,-13.706400,-73.350403,PE,PE-APU,Andahuaylas,yes
ANU,TAPA,large_airport,V. C. Bird International Airport,17.136700,-61.792702,AG,AG-03,Osbourn,yes
ANV,PANV,medium_airport,Anvik Airport,62.646702,-160.190994,US,US-AK,Anvik,yes
ANW,KANW,small_airport,Ainsworth Regional Airport,42.579201,-99.992995,US,US-NE,Ainsworth,no
ANX,ENAN,medium_airport,"Andøya Airport, Andenes",69.295193,16.139379,NO,NO-18,Andenes,yes
ANY,KANY,small_airport,Anthony Municipal Airport,37.158501,-98.079597,US,US-KS,Anthony,no
ANZ,ANZ,small_airport,Angus Downs Airport,-25.032500,132.274800,AU,AU-NT,Angus Downs Station,no
AOB,AOB,small_airport,Annanberg Airport,-4.904167,144.635833,PG,PG-MPM,,no
AOC,EDAC,medium_airport,Leipzig–Altenburg Airport,50.981945,12.506389,DE,DE-TH,Nobitz,no
AOD,AOD,small_airport,Abou-Deïa Airport,11.477300,19.287400,TD,TD-SA,Abou-Deïa,no
AOE,LTBY,large_airport,Hasan Polatkan Airport,39.811644,30.519268,TR,TR-26,Eskişehir,yes
AOG,ZYAS,medium_airport,Anshan Teng'ao Airport / Anshan Air Base,41.105301,122.853996,CN,CN-21,Anshan,yes
AOH,KAOH,small_airport,Lima Allen County Airport,40.706902,-84.026703,US,US-OH,Lima,no
AOI,LIPY,medium_airport,Marche Airport,43.616299,13.362300,IT,IT-57,Falconara Marittima (AN),yes
AOJ,RJSA,large_airport,Aomori Airport,40.733777,140.689477,JP,JP-02,Aomori,yes
AOK,LGKP,medium_airport,Karpathos Airport,35.421398,27.146000,GR,GR-L,Karpathos Island,yes
AOL,SARL,medium_airport,Paso De Los Libres Airport,-29.689400,-57.152100,AR,AR-W,Paso de los Libres,no
AOM,OM-0002,small_airport,Adam Airport,22.491944,57.383889,OM,OM-DA,Adam,no
AOO,KAOO,medium_airport,Altoona Blair County Airport,40.296398,-78.320000,US,US-PA,Altoona,yes
AOP,SPAS,small_airport,Alferez FAP Alfredo Vladimir Sara Bauer Airport,-2.796130,-76.466599,PE,PE-LOR,Andoas,no
AOR,WMKA,medium_airport,Sultan Abdul Halim Airport,6.189670,100.398003,MY,MY-02,Alor Satar,yes
AOS,AK81,seaplane_base,Amook Bay Seaplane Base,57.471500,-153.815002,US,US-AK,Amook Bay,yes
AOT,LIMW,medium_airport,Aosta Corrado Gex Airport,45.738552,7.368300,IT,IT-23,Saint-Christophe (AO),no
AOU,VLAP,small_airport,Attopeu Airport,14.793056,107.045278,LA,LA-AT,Attopeu,no
APA,KAPA,medium_airport,Centennial Airport,39.570099,-104.848999,US,US-CO,Denver,no
APB,SLAP,small_airport,Apolo Airport,-14.735600,-68.411903,BO,BO-L,Apolo,no
APC,KAPC,small_airport,Napa County Airport,38.213200,-122.280998,US,US-CA,Napa,no
APD,WAWN,small_airport,Arung Palakka Airport,-4.459582,120.310436,ID,ID-SN,Bone,no
APF,KAPF,medium_airport,Naples Municipal Airport,26.152599,-81.775299,US,US-FL,Naples,no
APG,KAPG,medium_airport,Phillips Army Air Field,39.466202,-76.168800,US,US-MD,Aberdeen,no
APH,KAPH,small_airport,Mary Walker LZ Airport,38.068631,-77.319318,US,US-VA,Bowling Green,no
API,SKAP,medium_airport,Gomez Nino Apiay Air Base,4.076070,-73.562700,CO,CO-MET,Apiay,no
APJ,CN-0354,medium_airport,Ali Pulan Airport,30.397898,81.133170,CN,CN-54,Burang Town,no
APK,NTGD,small_airport,Apataki Airport,-15.573600,-146.414993,PF,PF-U-A,Apataki,yes
APL,FQNP,large_airport,Nampula Airport,-15.105600,39.281799,MZ,MZ-N,Nampula,yes
APN,KAPN,medium_airport,Alpena County Regional Airport,45.078098,-83.560303,US,US-MI,Alpena,yes
APO,SKLC,medium_airport,Antonio Roldán Betancur Airport,7.811960,-76.716400,CO,CO-ANT,Carepa,yes
APP,APP,small_airport,Asapa Airport,-8.979167,148.103611,PG,PG-NPP,,no
APQ,SNAL,small_airport,Arapiraca Airport,-9.776589,-36.628983,BR,BR-AL,Arapiraca,no
APR,AYPE,small_airport,April River Airport,-4.676667,142.540139,PG,PG-ESW,April River,no
APS,SWNS,small_airport,Anápolis Airport,-16.363575,-48.928800,BR,BR-GO,Anápolis,no
APT,KAPT,small_airport,Marion County Airport - Brown Field,35.060699,-85.585297,US,US-TN,Jasper,no
APU,SSAP,small_airport,Captain João Busse Airport,-23.609099,-51.384301,BR,BR-PR,Apucarana,no
APV,KAPV,small_airport,Apple Valley Airport,34.575298,-117.185997,US,US-CA,Apple Valley,no
APW,NSFA,large_airport,Faleolo International Airport,-13.830000,-172.007996,WS,WS-AA,Apia,yes
APX,SSOG,small_airport,Arapongas Airport,-23.352636,-51.491967,BR,BR-PR,Arapongas,no
APY,BR-2757,small_airport,Alto Parnaíba Airport,-9.085330,-45.955603,BR,BR-MA,Alto Parnaíba,no
APZ,SAHZ,medium_airport,Zapala Airport,-38.975498,-70.113602,AR,AR-Q,Zapala,no
AQA,SBAQ,medium_airport,Araraquara Airport,-21.812000,-48.132999,BR,BR-SP,Araraquara,yes
AQB,MGQC,small_airport,Quiché Airport,15.012200,-91.150597,GT,GT-QC,Santa Cruz del Quiché,no
AQG,ZSAQ,medium_airport,Anqing Tianzhushan Airport / Anqing North Air Base,30.582199,117.050003,CN,CN-34,Anqing,yes
AQI,OEPA,large_airport,Qaisumah–Hafar Al-Batin International Airport,28.335726,46.127108,SA,SA-04,Qaisumah,yes
AQJ,OJAQ,large_airport,King Hussein International Airport,29.611601,35.018101,JO,JO-AQ,Aqaba,yes
AQM,SJOG,small_airport,Ariquemes Airport,-9.880436,-63.047115,BR,BR-RO,Ariquemes,no
AQP,SPQU,large_airport,Rodríguez Ballón International Airport,-16.340786,-71.569485,PE,PE-ARE,Arequipa,yes
AQY,AQY,small_airport,Girdwood-Alyeska Airport,60.968774,-149.119792,US,US-AK,Girdwood,no
ARA,KARA,medium_airport,Acadiana Regional Airport,30.037800,-91.883904,US,US-LA,New Iberia,no
ARB,KARB,small_airport,Ann Arbor Municipal Airport,42.223000,-83.745598,US,US-MI,Ann Arbor,no
ARC,PARC,medium_airport,Arctic Village Airport,68.114700,-145.578995,US,US-AK,Arctic Village,yes
ARD,WATM,small_airport,Alor Island - Mali Airport,-8.132340,124.597000,ID,ID-NT,Kabola,yes
ARE,TJAB,medium_airport,Antonio Nery Juarbe Pol Airport,18.450850,-66.675768,PR,PR-U-A,Arecibo,no
ARF,SK-471,small_airport,Acaricuara Airport,0.533333,-70.133333,CO,CO-VAU,Acaricuara,no
ARG,KARG,small_airport,Walnut Ridge Regional Airport,36.124667,-90.925111,US,US-AR,Walnut Ridge,no
ARH,ULAA,medium_airport,Talagi Airport,64.600304,40.716702,RU,RU-ARK,Archangelsk,yes
ARI,SCAR,medium_airport,Chacalluta International Airport,-18.348499,-70.338699,CL,CL-AP,Arica,yes
ARK,HTAR,medium_airport,Arusha Airport,-3.367790,36.633301,TZ,TZ-01,Arusha,yes
ARL,DFER,small_airport,Arly Airport,11.597000,1.483000,BF,BF-TAP,Arly,no
ARM,YARM,medium_airport,Armidale Airport,-30.528099,151.617004,AU,AU-NSW,Armidale,yes
ARN,ESSA,large_airport,Stockholm-Arlanda Airport,59.648490,17.928829,SE,SE-AB,Stockholm,yes
ARO,SK-005,small_airport,Arboletes Airport,8.855118,-76.422676,CO,CO-ANT,Arboletes,no
ARP,ARP,small_airport,Aragip Airport,-9.883333,149.483333,PG,PG-MBA,,no
ARQ,SKAT,small_airport,El Troncal Airport,7.021060,-71.388901,CO,CO-ARA,Arauquita,no
ARR,SAVR,small_airport,D. Casimiro Szlapelis Airport,-45.013599,-70.812202,AR,AR-U,Alto Rio Senguerr,no
ARS,SJVO,small_airport,Aragarças Airport,-15.899400,-52.241100,BR,BR-GO,Aragarças,no
ART,KART,medium_airport,Watertown International Airport,43.991901,-76.021698,US,US-NY,Watertown,yes
ARU,SBAU,medium_airport,Araçatuba Airport,-21.141479,-50.424575,BR,BR-SP,Araçatuba,yes
ARV,KARV,small_airport,Lakeland Airport Noble F Lee Memorial Field,45.927898,-89.730904,US,US-WI,Woodruff,no
ARW,LRAR,medium_airport,Arad International Airport,46.176136,21.264322,RO,RO-AR,Arad,yes
ARX,SBAC,medium_airport,Aracati Dragão do Mar Regional Airport,-4.568896,-37.805135,BR,BR-CE,Aracati,no
ARY,YARA,medium_airport,Ararat Airport,-37.309978,142.988688,AU,AU-VIC,Ararat,no
ARZ,FNZE,small_airport,N'zeto Airport,-7.259277,12.862355,AO,AO-ZAI,N'zeto,no
ASA,HHSB,medium_airport,Assab International Airport,13.071800,42.645000,ER,ER-DK,Assab,no
ASB,UTAA,large_airport,Ashgabat International Airport,37.986801,58.361000,TM,TM-S,Ashgabat,yes
ASC,SLAS,small_airport,Ascención de Guarayos Airport,-15.933365,-63.155575,BO,BO-S,Ascensión de Guarayos,no
ASD,MYAF,medium_airport,Andros Town Airport,24.697901,-77.795601,BS,BS-NS,Andros Town,yes
ASE,KASE,medium_airport,Aspen-Pitkin County Airport (Sardy Field),39.223202,-106.869003,US,US-CO,Aspen,yes
ASF,URWA,large_airport,Astrakhan Narimanovo Boris M. Kustodiev International Airport,46.282843,48.010511,RU,RU-AST,Astrakhan,yes
ASG,NZAS,small_airport,Ashburton Airport,-43.903301,171.796997,NZ,NZ-CAN,Ashburton,no
ASH,KASH,small_airport,Nashua Airport / Boire Field,42.781700,-71.514801,US,US-NH,Nashua,no
ASI,FHAW,medium_airport,RAF Ascension Island,-7.970179,-14.392744,SH,SH-AC,Cat Hill,yes
ASJ,RJKA,medium_airport,Amami Airport,28.430599,129.712997,JP,JP-46,Amami,yes
ASK,DIYO,large_airport,Yamoussoukro International Airport,6.903170,-5.365580,CI,CI-YM,Yamoussoukro,no
ASL,KASL,small_airport,Harrison County Airport,32.520500,-94.307800,US,US-TX,Marshall,no
ASM,HHAS,medium_airport,Asmara International Airport,15.291900,38.910702,ER,ER-SK,Asmara,yes
ASN,KASN,small_airport,Talladega Municipal Airport,33.569901,-86.050903,US,US-AL,Talladega,no
ASO,HASO,medium_airport,Asosa Airport,10.018500,34.586300,ET,ET-BE,Asosa,yes
ASP,YBAS,medium_airport,Alice Springs Airport,-23.806588,133.903427,AU,AU-NT,Alice Springs,yes
ASQ,K9U3,small_airport,Austin Airport,39.467708,-117.197576,US,US-NV,Austin,no
ASR,LTAU,large_airport,Kayseri Erkilet International Airport,38.770401,35.495399,TR,TR-38,Kayseri,yes
ASS,FACC,small_airport,Arathusa Safari Lodge Airport,-24.740527,31.517973,ZA,ZA-NP,Arathusa,no
AST,KAST,medium_airport,Astoria Regional Airport,46.158001,-123.878998,US,US-OR,Astoria,no
ASU,SGAS,large_airport,Silvio Pettirossi International Airport,-25.240156,-57.519227,PY,PY-11,Asunción,yes
ASV,HKAM,medium_airport,Amboseli Airport,-2.644786,37.252922,KE,KE-34,Ol Tukai,yes
ASW,HESN,large_airport,Aswan International Airport,23.961075,32.820382,EG,EG-ASN,Aswan,yes
ASX,KASX,small_airport,John F Kennedy Memorial Airport,46.548500,-90.918999,US,US-WI,Ashland,no
ASY,KASY,small_airport,Ashley Municipal Airport,46.023899,-99.352600,US,US-ND,Ashley,no
ASZ,ASZ,small_airport,Asirim Airport,-6.009722,150.368611,PG,PG-WBK,,no
ATA,SPHZ,medium_airport,Comandante FAP German Arias Graziani Airport,-9.347440,-77.598396,PE,PE-ANC,Anta,no
ATB,HSAT,small_airport,Atbara Airport,17.709928,34.057205,SD,SD-04,Atbara,no
ATC,MYCA,medium_airport,Arthur's Town Airport,24.629400,-75.673797,BS,BS-CI,Arthur's Town,yes
ATD,AGAT,small_airport,Uru Harbour Airport,-8.873330,161.011002,SB,SB-ML,Atoifi,no
ATE,K80F,small_airport,Antlers Municipal Airport,34.192600,-95.649902,US,US-OK,Antlers,no
ATF,SEAM,medium_airport,Chachoán Regional Airport,-1.212070,-78.574600,EC,EC-T,Ambato,no
ATG,OPMS,medium_airport,Minhas Air Base,33.869099,72.400902,PK,PK-PB,Kamra,no
ATH,LGAV,large_airport,Athens Eleftherios Venizelos International Airport,37.936401,23.944500,GR,GR-I,Spata-Artemida,yes
ATI,SUAG,small_airport,Artigas International Airport,-30.400700,-56.507900,UY,UY-AR,Artigas,no
ATJ,FMME,small_airport,Antsirabe Airport,-19.839221,47.063713,MG,MG-T,Antsirabe,no
ATK,PATQ,medium_airport,Atqasuk Edward Burnell Sr Memorial Airport,70.467040,-157.436013,US,US-AK,Atqasuk,yes
ATL,KATL,large_airport,Hartsfield Jackson Atlanta International Airport,33.636700,-84.428101,US,US-GA,Atlanta,yes
ATM,SBHT,medium_airport,Altamira Interstate Airport,-3.253144,-52.253938,BR,BR-PA,Altamira,yes
ATN,AYNX,small_airport,Namatanai Airport,-3.669500,152.438000,PG,PG-NIK,Namatanai,no
ATO,KUNI,small_airport,Ohio University Airport,39.211839,-82.229490,US,US-OH,Albany,no
ATP,AYAI,small_airport,Aitape Airport,-3.143611,142.346806,PG,PG-SAN,Aitape,no
ATQ,VIAR,large_airport,Sri Guru Ram Das Ji International Airport,31.709600,74.797302,IN,IN-PB,Amritsar,yes
ATR,GQPA,medium_airport,Atar International Airport,20.505823,-13.043744,MR,MR-07,Atar,no
ATS,KATS,small_airport,Artesia Municipal Airport,32.852501,-104.468002,US,US-NM,Artesia,no
ATT,4A2,small_airport,Atmautluak Airport,60.866699,-162.272996,US,US-AK,Atmautluak,yes
ATU,PAAT,small_airport,Casco Cove Coast Guard Station,52.829797,173.173796,US,US-AK,Attu,no
ATV,FTTI,small_airport,Ati Airport,13.239778,18.315893,TD,TD-BA,Ati,no
ATW,KATW,medium_airport,Appleton International Airport,44.258515,-88.519000,US,US-WI,Appleton,yes
ATX,KZ-ATX,small_airport,Atbasar Airport,51.852306,68.366892,KZ,KZ-AKM,Atbasar,no
ATY,KATY,medium_airport,Watertown Regional Airport,44.914001,-97.154701,US,US-SD,Watertown,yes
ATZ,HEAT,large_airport,Asyut International Airport,27.045962,31.012760,EG,EG-AST,Asyut,yes
AUA,TNCA,large_airport,Queen Beatrix International Airport,12.501056,-70.014281,AW,AW-U-A,Oranjestad,yes
AUC,SKUC,medium_airport,Santiago Perez Airport,7.068880,-70.736900,CO,CO-ARA,Arauca,yes
AUD,YAGD,small_airport,Augustus Downs Airport,-18.508700,139.882084,AU,AU-QLD,,no
AUE,EG-AUE,small_airport,Abu Rudeis Airport,28.899694,33.202057,EG,EG-JS,Ras Abu Rudeis,no
AUF,LFLA,medium_airport,Auxerre Branches airport,47.850201,3.497110,FR,FR-BFC,Auxerre,no
AUG,KAUG,medium_airport,Augusta State Airport,44.320599,-69.797302,US,US-ME,Augusta,yes
AUH,OMAA,large_airport,Zayed International Airport,24.440966,54.649237,AE,AE-AZ,Abu Dhabi,yes
AUI,AYND,small_airport,Aua Island Airport,-1.460556,143.064722,PG,PG-MRL,Aua Island,no
AUJ,AYAT,small_airport,Ambunti Airport,-4.215667,142.823167,PG,PG-ESW,Ambunti,no
AUK,PAUK,small_airport,Alakanuk Airport,62.682653,-164.722481,US,US-AK,Alakanuk,yes
AUL,MH-AUL,small_airport,Aur Island Airport,8.145280,171.173004,MH,MH-AUR,Aur Atoll,yes
AUM,KAUM,small_airport,Austin Municipal Airport,43.665001,-92.933403,US,US-MN,Austin,no
AUN,KAUN,small_airport,Auburn Municipal Airport,38.954800,-121.082001,US,US-CA,Auburn,no
AUO,KAUO,small_airport,Auburn University Regional Airport,32.615101,-85.433998,US,US-AL,Auburn,no
AUP,AYAG,small_airport,Agaun Airport,-9.927715,149.389951,PG,PG-MBA,Agaun,no
AUQ,NTMN,medium_airport,Hiva Oa-Atuona Airport,-9.768790,-139.011002,PF,PF-U-A,Hiva Oa Island,yes
AUR,LFLW,medium_airport,Aurillac airport,44.891399,2.421940,FR,FR-ARA,Aurillac,yes
AUS,KAUS,large_airport,Austin Bergstrom International Airport,30.197535,-97.662015,US,US-TX,Austin,yes
AUT,WPAT,small_airport,Atauro Airport,-8.243133,125.606378,TL,TL-AT,Vila,no
AUU,YAUR,small_airport,Aurukun Airport,-13.354019,141.720028,AU,AU-QLD,Aurukun,yes
AUV,AYUM,small_airport,Aumo Airport,-5.731111,148.445278,PG,PG-WBK,Aumo,no
AUW,KAUW,medium_airport,Wausau Downtown Airport,44.926201,-89.626602,US,US-WI,Wausau,no
AUX,SWGN,medium_airport,Araguaína Airport,-7.227870,-48.240501,BR,BR-TO,Araguaína,yes
AUY,NVVA,small_airport,Aneityum Airport,-20.249142,169.770758,VU,VU-TAE,Anatom Island,no
AUZ,KARR,small_airport,Aurora Municipal Airport,41.771900,-88.475700,US,US-IL,Chicago/Aurora,no
AVA,ZUAS,medium_airport,Anshun Huangguoshu Airport,26.260556,105.873333,CN,CN-52,Anshun (Xixiu),yes
AVB,LIPA,medium_airport,Aviano Air Base,46.031898,12.596503,IT,IT-36,Aviano (PN),no
AVG,YAUV,small_airport,Auvergne Airport,-15.690555,130.008818,AU,AU-NT,Auvergne Station,no
AVI,MUCA,medium_airport,Máximo Gómez Airport,22.027100,-78.789597,CU,CU-08,Ciro Redondo,no
AVK,ZMAH,medium_airport,Arvaikheer Airport,46.250301,102.802002,MN,MN-055,Arvaikheer,yes
AVL,KAVL,medium_airport,Asheville Regional Airport,35.435488,-82.541853,US,US-NC,Asheville,yes
AVN,LFMV,medium_airport,Avignon Caumont airport,43.907299,4.901830,FR,FR-PAC,Avignon,yes
AVO,KAVO,small_airport,Avon Park Executive Airport,27.591200,-81.527802,US,US-FL,Avon Park,no
AVP,KAVP,medium_airport,Wilkes-Barre/Scranton International Airport,41.337064,-75.724232,US,US-PA,Wilkes-Barre/Scranton,yes
AVR,IN-0065,medium_airport,Amravati Airport,20.814608,77.717765,IN,IN-MM,Amravati,yes
AVU,AGGJ,small_airport,Avu Avu Airport,-9.868333,160.410556,SB,SB-GU,Avu Avu,no
AVV,YMAV,large_airport,Melbourne Avalon International Airport,-38.040269,144.467196,AU,AU-VIC,Geelong/Melbourne,yes
AVW,KAVQ,small_airport,Marana Regional Airport,32.409065,-111.216199,US,US-AZ,Marana,no
AVX,KAVX,small_airport,Catalina Airport,33.404900,-118.416000,US,US-CA,Avalon,no
AWA,HALA,large_airport,Hawassa International Airport,7.100611,38.396455,ET,ET-XSD,Hawassa,yes
AWB,AYAW,small_airport,Awaba Airport,-8.013414,142.752099,PG,PG-WPD,Awaba,no
AWD,NVVB,small_airport,Aniwa Airport,-19.234600,169.600900,VU,VU-TAE,Aniwa,no
AWE,FOGW,small_airport,Alowe Airport,-0.545000,9.444000,GA,GA-3,Wonga Wongué Presidential Reserve,no
AWK,PWAK,medium_airport,Wake Island Airfield,19.282437,166.636637,UM,UM-79,Wake Island,yes
AWM,KAWM,small_airport,West Memphis Municipal Airport,35.135101,-90.234398,US,US-AR,West Memphis,no
AWN,YADS,small_airport,Alton Downs Airport,-26.488959,139.259906,AU,AU-SA,,no
AWP,YAUS,small_airport,Austral Downs Airport,-20.500000,137.750000,AU,AU-NT,,no
AWR,AWR,small_airport,Awar Airport (unusable),-4.122278,144.853292,PG,PG-MPM,Awar,no
AWZ,OIAW,large_airport,Qasem Soleimani International Airport,31.336400,48.763789,IR,IR-06,Ahvaz,yes
AXA,TQPF,medium_airport,Clayton J. Lloyd International Airport,18.204773,-63.053830,AI,AI-U-A,The Valley,yes
AXB,89NY,small_airport,Maxson Airfield,44.312002,-75.900340,US,US-NY,Alexandria Bay,no
AXC,YAMC,small_airport,Aramac Airport,-22.957880,145.249504,AU,AU-QLD,,no
AXD,LGAL,medium_airport,Alexandroupoli Democritus Airport,40.855900,25.956301,GR,GR-A,Alexandroupolis,yes
AXE,SSXX,small_airport,Xanxerê Airport,-26.875067,-52.372862,BR,BR-SC,Xanxerê,no
AXF,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.748317,105.584160,CN,CN-15,Bayanhot,yes
AXG,KAXA,small_airport,Algona Municipal Airport,43.078104,-94.271836,US,US-IA,Algona,no
AXJ,RJDA,medium_airport,Amakusa Airport,32.482498,130.158997,JP,JP-43,Amakusa,yes
AXK,OYAT,medium_airport,Ataq Airport,14.551300,46.826199,YE,YE-SH,Ataq,no
AXL,YALX,small_airport,Alexandria Homestead Airport,-19.060200,136.710007,AU,AU-NT,,no
AXM,SKAR,medium_airport,El Eden Airport,4.452780,-75.766400,CO,CO-QUI,Armenia,yes
AXN,KAXN,medium_airport,Chandler Field,45.866299,-95.394699,US,US-MN,Alexandria,no
AXO,AXO,small_airport,Pantar Kabir Airport,-8.244832,124.219108,ID,ID-NT,Kabir,no
AXP,MYAP,medium_airport,Spring Point Airport,22.441799,-73.970901,BS,BS-AK,Spring Point,yes
AXR,NTGU,medium_airport,Arutua Airport,-15.248300,-146.617004,PF,PF-U-A,,yes
AXS,KAXS,small_airport,Altus Quartz Mountain Regional Airport,34.697952,-99.338500,US,US-OK,Altus,no
AXT,RJSK,medium_airport,Akita Airport,39.615601,140.218994,JP,JP-05,Akita,yes
AXU,HAAX,medium_airport,Axum Airport,14.146800,38.772800,ET,ET-TI,Axum,yes
AXV,KAXV,small_airport,Neil Armstrong Airport,40.493401,-84.298897,US,US-OH,Wapakoneta,no
AXX,KAXX,small_airport,Angel Fire Airport,36.422001,-105.290001,US,US-NM,Angel Fire,no
AYA,SK-198,small_airport,Ayapel Airport,8.300000,-75.150000,CO,CO-COR,Ayapel,no
AYC,SK-144,small_airport,Ayacucho Airport,8.602149,-73.612866,CO,CO-CES,Ayacucho,no
